frame,x,y,cell_id,t_sec,dx,dy,dt,speed_pix_per_s,heading_rad,ang_vel_rad_s
64.0,677.6126381389403,1187.6002167298,0.0,8.88888888888889,,,,,,
65.0,679.2652304078546,1178.830877626432,0.0,9.027777777777779,1.6525922689143044,-8.769339103367884,0.13888888888888928,64.25061895241258,-1.3845296631961546,
66.0,683.6887302009007,1170.3577776695215,0.0,9.166666666666668,4.423499793046176,-8.473099956910573,0.13888888888888928,68.8196373705484,-1.0896537839996223,2.123106330215026
67.0,687.9806789477169,1164.0286988108164,0.0,9.305555555555555,4.291948746816161,-6.329078858705088,0.1388888888888875,55.05908461481261,-0.9748983643135505,0.8262390217397254
68.0,694.1429701154151,1150.8104079888171,0.0,9.444444444444445,6.162291167698186,-13.21829082199929,0.13888888888888928,105.00578458709994,-1.1345571711171598,-1.149543408985984
69.0,696.1222830297327,1145.0304597655995,0.0,9.583333333333334,1.9793129143175747,-5.779948223217616,0.13888888888888928,43.988099970021594,-1.2408680349818988,-0.7654382198261185
70.0,697.2922455831056,1140.0514265180507,0.0,9.722222222222223,1.1699625533728977,-4.979033247548841,0.13888888888888928,36.82543765150003,-1.3400053523719218,-0.7137886852081633
71.0,697.9930801934704,1135.5480020377036,0.0,9.86111111111111,0.7008346103648364,-4.503424480347121,0.1388888888888875,32.81494388649957,-1.4164120945783494,-0.5501285438862844
72.0,699.9775107775639,1129.4651031016072,0.0,10.0,1.9844305840935021,-6.082898936096399,0.13888888888888928,46.068537192302166,-1.2554513768620101,1.1589171675576393
73.0,700.1190869947101,1126.3917187616064,0.0,10.13888888888889,0.14157621714616653,-3.073384340000757,0.13888888888888928,22.151833083610697,-1.5247636192372767,-1.9390481451019135
74.0,700.4515390496204,1123.7116996738935,0.0,10.277777777777779,0.3324520549102772,-2.6800190877129353,0.13888888888888928,19.444035153638588,-1.4473784108699548,0.5571735002447159
75.0,700.7574471500518,1122.4580192763267,0.0,10.416666666666668,0.3059081004314521,-1.253680397566768,0.13888888888888928,9.291332346822927,-1.3314650547000206,0.8345761644235234
76.0,700.8398243937726,1119.573786023299,0.0,10.555555555555555,0.08237724372077082,-2.884233253027787,0.1388888888888875,20.774947758036035,-1.5422428611494037,-1.517600206435573
77.0,699.6215536249914,1117.7822287715123,0.0,10.694444444444445,-1.2182707687811671,-1.7915572517865712,0.13888888888888928,15.599030641721814,-2.1679775030747694,-4.505289421862621
78.0,696.2833444385353,1117.2035762248152,0.0,10.833333333333334,-3.3382091864560834,-0.5786525466971852,0.13888888888888928,24.393531296367208,-2.9699559707061938,-5.774244966946239
79.0,693.218968558944,1116.244399177201,0.0,10.972222222222223,-3.0643758795913527,-0.9591770476140482,0.13888888888888928,23.119086921033627,-2.8382441912498435,0.9483248120857192
80.0,688.0650888565491,1115.710937266099,0.0,11.11111111111111,-5.153879702394875,-0.5334619111019947,0.1388888888888875,37.30618535641085,-3.0384530803720464,-1.4415040016798752
81.0,683.7447842211137,1116.9707646420406,0.0,11.25,-4.320304635435377,1.2598273759415406,0.13888888888888928,32.40175768043228,2.857854322915104,42.45341330366736
82.0,680.2690003862502,1118.946017516746,0.0,11.38888888888889,-3.4757838348634778,1.9752528747053475,0.13888888888888928,28.78442325474385,2.6248158078399975,-1.677877308540763
83.0,677.9153619724098,1119.3856835415756,0.0,11.527777777777779,-2.3536384138404856,0.43966602482964845,0.13888888888888928,17.239332139566844,2.9569184008253306,2.391138669494392
84.0,675.6495450154724,1119.6316838505627,0.0,11.666666666666668,-2.2658169569373285,0.24600030898704972,0.13888888888888928,16.409750338306665,3.0334460042328457,0.550998744534107
85.0,671.8612494194084,1118.5952853194133,0.0,11.805555555555555,-3.7882955960640174,-1.0363985311494162,0.1388888888888875,28.278045086837952,-2.8745479136714547,-42.53755620891138
86.0,666.5732034504219,1117.3863535505152,0.0,11.944444444444445,-5.2880459689864665,-1.2089317688980827,0.13888888888888928,39.05623139258907,-2.916839153827923,-0.3044969291265696
87.0,661.6554793535859,1116.3478462033304,0.0,12.083333333333334,-4.917724096836082,-1.0385073471848045,0.13888888888888928,36.188512051409674,-2.9334739995356762,-0.11977088909582428
88.0,655.0304216128625,1116.4294491847659,0.0,12.222222222222223,-6.625057740723378,0.08160298143548061,0.13888888888888928,47.70403406521883,3.129275952639267,43.65179965565947
89.0,648.2522809143048,1120.588458817551,0.0,12.361111111111112,-6.77814069855765,4.159009632785228,0.13888888888888928,57.25722870755672,2.5912392856787543,-3.8738640021156794
90.0,646.8943656315341,1122.3656271876375,0.0,12.5,-1.3579152827707048,1.7771683700864287,0.1388888888888875,16.103329698841943,2.2232537570994184,-2.6494958057712448
91.0,643.9823967349012,1125.7711059380365,0.0,12.63888888888889,-2.9119688966329704,3.40547875039897,0.13888888888888928,32.261181313270065,2.278234266624879,0.3958596685833146
92.0,633.4491489098446,1117.1728032265844,0.0,12.777777777777779,-10.533247825056606,-8.598302711452106,0.13888888888888928,97.89885281520371,-2.456990697660231,-34.093619742852695
93.0,634.0538461340773,1116.0442090138777,0.0,12.916666666666668,0.6046972242327229,-1.12859421270673,0.13888888888888928,9.218766044140695,-1.0789229998944245,9.92208742391378
94.0,634.3178294746699,1114.808131881575,0.0,13.055555555555555,0.26398334059263107,-1.2360771323026256,0.1388888888888875,9.100452186394035,-1.3603917600010473,-2.0265750727677045
95.0,634.1609383361954,1113.5120345034088,0.0,13.194444444444445,-0.15689113847452063,-1.2960973781662233,0.13888888888888928,9.400021878603152,-1.6912591165838935,-2.3822449673964856
96.0,633.6645885311672,1112.2452755842387,0.0,13.333333333333334,-0.4963498050282169,-1.2667589191701154,0.13888888888888928,9.795814431827823,-1.944236848096926,-1.8214396668938295
97.0,632.5754996085299,1111.0198252411024,0.0,13.472222222222223,-1.089088922637302,-1.2254503431363446,0.13888888888888928,11.804143034504296,-2.2973473665519846,-2.5423957328764137
98.0,631.8714702591719,1110.1709269469054,0.0,13.611111111111112,-0.7040293493579384,-0.8488982941969425,0.13888888888888928,7.940544534696832,-2.2631760668503254,0.2460333578519457
99.0,630.6855257592036,1109.9492013888885,0.0,13.75,-1.1859444999682864,-0.22172555801694216,0.1388888888888875,8.686753243387416,-2.9567652952656394,-4.99384244459031
100.0,629.3382995032498,1109.4430020008235,0.0,13.88888888888889,-1.3472262559538422,-0.5061993880649425,0.13888888888888928,10.362139356620327,-2.7821781908045327,1.2570271521199647
101.0,628.1090115961449,1109.579498728977,0.0,14.027777777777779,-1.22928790710489,0.1364967281533609,0.13888888888888928,8.90526817000981,3.0310084098542056,41.8549435247428
102.0,626.9800387685382,1110.7668081974823,0.0,14.166666666666668,-1.1289728276067308,1.1873094685054184,0.13888888888888928,11.796323684338464,2.33101435078012,-5.0399572253334
103.0,626.7038978823778,1111.4555053964295,0.0,14.305555555555555,-0.27614088616041954,0.6886971989472386,0.1388888888888875,5.342369049843073,1.9521310884239425,-2.727959488964507
104.0,627.0739642954005,1112.0050461883643,0.0,14.444444444444445,0.3700664130227551,0.5495407919347599,0.13888888888888928,4.770206388549496,0.9781395942193098,-7.0127387582733345
105.0,627.6827888547416,1112.772292624957,0.0,14.583333333333334,0.6088245593410875,0.7672464365925862,0.13888888888888928,7.052084606194305,0.900019778865276,-0.5624626705490424
106.0,628.4741066118763,1113.3716637958776,0.0,14.722222222222223,0.7913177571347205,0.5993711709206764,0.13888888888888928,7.147354063989426,0.6482420745152032,-1.8127994713205187
107.0,629.270816575299,1113.1152799993197,0.0,14.861111111111112,0.7967099634226997,-0.2563837965578841,0.13888888888888928,6.026014684260042,-0.3113377695105352,-6.9089748769852966
108.0,630.347223561435,1113.2080553907626,0.0,15.0,1.0764069861360213,0.09277539144295588,0.1388888888888875,7.77886371621348,0.0859774024297031,2.860669237969744
109.0,631.497231354547,1112.776710876492,0.0,15.13888888888889,1.1500077931119677,-0.4313445142706769,0.13888888888888928,8.843335376238343,-0.35884049380145683,-3.2026888528643425
110.0,632.4882233330325,1112.1842518579851,0.0,15.277777777777779,0.9909919784854537,-0.5924590185068155,0.13888888888888928,8.31303154302257,-0.5388330030343748,-1.2959460664770055
111.0,633.4706040127568,1111.2921180323683,0.0,15.416666666666668,0.9823806797243151,-0.8921338256168383,0.13888888888888928,9.554523605635419,-0.7372911873017292,-1.4288989267249477
112.0,634.0625184720327,1110.1951162356067,0.0,15.555555555555557,0.5919144592759267,-1.0970017967615604,0.13888888888888928,8.974838755722807,-1.075992372399963,-2.438648532707276
113.0,634.5737161958514,1109.0442394420368,0.0,15.694444444444445,0.5111977238186682,-1.150876793569978,0.1388888888888875,9.066971482987405,-1.1527919222173482,-0.5529567586851792
114.0,634.4211398196987,1107.795745757544,0.0,15.833333333333334,-0.15257637615263775,-1.2484936844928143,0.13888888888888928,9.056031748815116,-1.6924017001277147,-3.8851904009546283
115.0,634.5362201935557,1106.5742723213643,0.0,15.972222222222223,0.1150803738569266,-1.2214734361796218,0.13888888888888928,8.833554525037776,-1.4768592222041272,1.5519058410498257
116.0,633.4847249676957,1105.3616724078363,0.0,16.11111111111111,-1.0514952258599806,-1.212599913528038,0.1388888888888875,11.556035350139402,-2.2851578959435446,-5.819750450923863
117.0,632.6390009167271,1104.0334242840952,0.0,16.25,-0.8457240509685562,-1.3282481237411048,0.13888888888888928,11.337410558317993,-2.1377801712659394,1.0611196176787538
118.0,631.7574693690153,1103.3454722903068,0.0,16.38888888888889,-0.881531547711802,-0.6879519937883742,0.13888888888888928,8.051054730201876,-2.478914347930059,-2.456166071981654
119.0,630.4536271954581,1102.5786997159971,0.0,16.52777777777778,-1.3038421735572001,-0.766772574309698,0.13888888888888928,10.89068628537393,-2.6099787987664937,-0.9436640460223271
120.0,629.4264712943166,1102.1372281727058,0.0,16.666666666666668,-1.0271559011415548,-0.4414715432912999,0.13888888888888928,8.049672027968706,-2.7356634499242927,-0.9049294883361496
121.0,628.1945778658945,1101.8780514701211,0.0,16.805555555555557,-1.2318934284220404,-0.25917670258468206,0.13888888888888928,9.063807678606338,-2.9342280151925633,-1.4296648699315442
122.0,627.0552153597181,1101.985063125618,0.0,16.944444444444446,-1.1393625061764396,0.10701165549676261,0.13888888888888928,8.23951344607454,3.0479449820352698,43.071645580040276
123.0,626.3149507654928,1102.180980980936,0.0,17.083333333333336,-0.740264594225323,0.1959178553181573,0.13888888888888928,5.513411344142117,2.8828653623987344,-1.1885732613830515
124.0,625.420203191122,1102.3269919756888,0.0,17.22222222222222,-0.89474757437074,0.1460109947527144,0.13888888888888573,6.527396394982074,2.9798316897383583,0.6981575568453083
125.0,625.0928900572494,1102.78601348981,0.0,17.36111111111111,-0.3273131338726216,0.4590215141213321,0.13888888888888928,4.059131389295768,2.190238418606408,-5.685071552150025
126.0,624.8841586046091,1103.1397636538336,0.0,17.5,-0.2087314526403361,0.353750164023495,0.13888888888888928,2.9573336993780033,2.1038699752370453,-0.6218527922594103
127.0,624.9648491329708,1103.1588058667471,0.0,17.63888888888889,0.08069052836174251,0.019042212913518597,0.13888888888888928,0.5969302519713141,0.2317505889960502,-13.479259580935127
128.0,625.5624834493066,1103.1393784858983,0.0,17.77777777777778,0.5976343163357569,-0.01942738084881057,0.13888888888888928,4.305239980064388,-0.032495694426716445,-1.9025732406439142
129.0,626.3226988057747,1102.9187727307683,0.0,17.916666666666668,0.7602153564681657,-0.22060575513000913,0.13888888888888928,5.699355038875265,-0.282431291567996,-1.7995362994172077
130.0,627.0756011629118,1102.2396636204717,0.0,18.055555555555557,0.7529023571370317,-0.679109110296622,0.13888888888888928,7.300285696927729,-0.733912519616381,-3.250664841948363
131.0,628.0265206999316,1101.1027532261044,0.0,18.194444444444446,0.9509195370197858,-1.1369103943673053,0.13888888888888928,10.67158829992126,-0.8742469657155075,-1.0104080119137078
132.0,628.7093033877048,1099.9024909854247,0.0,18.333333333333336,0.6827826877732832,-1.200262240679649,0.13888888888888928,9.942315328093354,-1.0535877124446618,-1.2912533764499068
133.0,629.3472833868724,1098.5167635363337,0.0,18.47222222222222,0.6379799991675554,-1.385727449091064,0.13888888888888573,10.983856734468214,-1.1393328045520092,-0.6173646631729159
134.0,629.415993964917,1097.0044187294702,0.0,18.61111111111111,0.06871057804460179,-1.5123448068634389,0.13888888888888928,10.900115071068013,-1.5253944056082633,-2.7796435276050215
135.0,629.5776193427791,1095.396758554323,0.0,18.75,0.16162537786215125,-1.6076601751472026,0.13888888888888928,11.633502354792952,-1.4705984538042562,0.39453085298884993
136.0,629.5351759299355,1094.0418211723475,0.0,18.88888888888889,-0.04244341284368147,-1.3549373819755601,0.13888888888888928,9.760334320236572,-1.6021110864020291,-0.9468909547039622
137.0,628.8900458602081,1092.6762986848048,0.0,19.02777777777778,-0.6451300697273155,-1.3655224875426484,0.13888888888888928,10.873774752537265,-2.0121554336296836,-2.952319300039104
138.0,628.2037239182616,1091.4745595149648,0.0,19.166666666666668,-0.6863219419465167,-1.2017391698400388,0.13888888888888928,9.964172686302197,-2.089700173965614,-0.5583221304186973
